ticket_id,created_at,customer_id,priority,channel,resolution_time_hours,first_contact_resolution,status,csat_score,category
TKT-2026040245,2026-04-08 16:45:00,CUST-6851,Low,Web Portal,8.1,Yes,Closed,5,Billing & Payment
TKT-2026040246,2026-04-08 18:00:00,CUST-8926,Medium,Email,13.6,No,Closed,2,Billing & Payment
TKT-2026040247,2026-04-08 18:30:00,CUST-9974,Low,Web Portal,11.5,Yes,Closed,4,Network Outage
TKT-2026040248,2026-04-08 19:00:00,CUST-1721,High,Mobile App,7.9,Yes,Closed,5,Billing & Payment
TKT-2026040249,2026-04-08 19:45:00,CUST-6427,Low,Web Portal,4.3,Yes,In Progress,4,Technical Support
TKT-2026040250,2026-04-08 19:45:00,CUST-2381,Urgent,Web Portal,8.3,No,In Progress,4,Account Management
TKT-2026040251,2026-04-08 20:45:00,CUST-2954,Urgent,Email,227.9,No,In Progress,2,Technical Support
TKT-2026040252,2026-04-08 20:45:00,CUST-5523,Low,Web Portal,21.6,Yes,Closed,5,Technical Support
TKT-2026040253,2026-04-08 22:30:00,CUST-9906,High,Email,25.5,Yes,Escalated,5,Technical Support
TKT-2026040254,2026-04-08 22:45:00,CUST-2831,High,Web Portal,6.2,Yes,Closed,5,Account Management
TKT-2026040255,2026-04-09 00:00:00,CUST-2383,High,Email,4.5,Yes,Closed,5,General Inquiry
TKT-2026040256,2026-04-09 00:30:00,CUST-1905,Low,Email,12.4,Yes,Closed,4,Billing & Payment
TKT-2026040257,2026-04-09 01:15:00,CUST-1650,Medium,Email,6.7,Yes,Closed,3,Billing & Payment
TKT-2026040258,2026-04-09 01:15:00,CUST-3645,Medium,Email,28.7,No,Closed,1,Technical Support
TKT-2026040259,2026-04-09 01:45:00,CUST-7897,Medium,Web Portal,32.7,Yes,Closed,5,Technical Support
TKT-2026040260,2026-04-09 01:45:00,CUST-9342,High,Email,21.0,Yes,In Progress,4,Technical Support
TKT-2026040261,2026-04-09 02:15:00,CUST-3421,Medium,Web Portal,5.5,Yes,Closed,3,Account Management
TKT-2026040262,2026-04-09 02:15:00,CUST-3658,Medium,Mobile App,32.8,Yes,In Progress,5,Technical Support
TKT-2026040263,2026-04-09 02:30:00,CUST-8423,Medium,Web Portal,9.4,Yes,Closed,4,Technical Support
TKT-2026040264,2026-04-09 02:30:00,CUST-3899,Medium,Web Portal,14.0,Yes,In Progress,5,Network Outage
TKT-2026040265,2026-04-09 02:45:00,CUST-5797,Low,Web Portal,10.8,Yes,Closed,4,Technical Support
TKT-2026040266,2026-04-09 03:15:00,CUST-8045,High,Email,161.6,No,Closed,1,Technical Support
TKT-2026040267,2026-04-09 03:30:00,CUST-7929,Low,Email,23.6,Yes,Closed,5,Billing & Payment
TKT-2026040268,2026-04-09 04:00:00,CUST-6545,Medium,Web Portal,8.1,Yes,Closed,5,Network Outage
TKT-2026040269,2026-04-09 05:45:00,CUST-5016,High,Web Portal,10.3,Yes,Closed,5,Account Management
TKT-2026040270,2026-04-09 07:30:00,CUST-5736,Medium,Email,7.2,Yes,Closed,5,Network Outage
TKT-2026040271,2026-04-09 07:30:00,CUST-8071,Urgent,Email,4.4,Yes,Closed,4,Network Outage
TKT-2026040272,2026-04-09 07:30:00,CUST-4633,Low,Email,16.1,Yes,Closed,4,Technical Support
TKT-2026040273,2026-04-09 07:45:00,CUST-3716,Low,Email,25.0,No,Escalated,3,Account Management
TKT-2026040274,2026-04-09 08:00:00,CUST-9651,Low,Mobile App,7.4,Yes,Closed,4,Network Outage
TKT-2026040275,2026-04-09 08:00:00,CUST-4575,Low,Mobile App,35.6,Yes,In Progress,3,General Inquiry
TKT-2026040276,2026-04-09 08:30:00,CUST-1050,Urgent,Web Portal,32.8,No,In Progress,1,Technical Support
TKT-2026040277,2026-04-09 08:45:00,CUST-9330,Low,Mobile App,24.1,Yes,Closed,5,Technical Support
TKT-2026040278,2026-04-09 08:45:00,CUST-2699,Low,Mobile App,14.3,Yes,Closed,5,Billing & Payment
TKT-2026040279,2026-04-09 10:00:00,CUST-1168,Low,Mobile App,7.1,No,Closed,2,Network Outage
TKT-2026040280,2026-04-09 10:30:00,CUST-5477,Medium,Web Portal,12.9,No,In Progress,1,Billing & Payment
TKT-2026040281,2026-04-09 10:30:00,CUST-5926,Medium,Web Portal,10.2,No,Closed,2,Account Management
TKT-2026040282,2026-04-09 12:15:00,CUST-3663,Low,Mobile App,4.9,Yes,Closed,5,Technical Support
TKT-2026040283,2026-04-09 12:30:00,CUST-1677,Low,Mobile App,5.6,Yes,Closed,5,Account Management
TKT-2026040284,2026-04-09 13:30:00,CUST-2308,High,Web Portal,5.3,Yes,Closed,5,Account Management
TKT-2026040285,2026-04-09 14:00:00,CUST-7933,Medium,Email,7.9,No,Closed,1,General Inquiry
TKT-2026040286,2026-04-09 14:15:00,CUST-4249,Medium,Web Portal,8.7,Yes,Closed,4,Technical Support
TKT-2026040287,2026-04-09 14:45:00,CUST-8083,Low,Email,10.2,Yes,Closed,3,Account Management
TKT-2026040288,2026-04-09 15:15:00,CUST-7230,Low,Email,10.5,No,Closed,1,Network Outage
TKT-2026040289,2026-04-09 16:00:00,CUST-7520,High,Email,6.7,Yes,Closed,4,Network Outage
TKT-2026040290,2026-04-09 16:15:00,CUST-7409,Low,Email,59.3,Yes,Closed,1,Network Outage
TKT-2026040291,2026-04-09 16:15:00,CUST-6520,High,Email,7.2,Yes,Closed,5,Billing & Payment
TKT-2026040292,2026-04-09 16:30:00,CUST-9107,Low,Email,10.6,Yes,Closed,3,Technical Support
TKT-2026040293,2026-04-09 17:15:00,CUST-6177,High,Web Portal,55.6,Yes,Closed,1,Technical Support
TKT-2026040294,2026-04-09 17:30:00,CUST-5956,High,Web Portal,8.3,Yes,Closed,5,Network Outage
TKT-2026040295,2026-04-09 18:00:00,CUST-8104,Medium,Web Portal,18.8,Yes,Closed,5,Technical Support
TKT-2026040296,2026-04-09 18:30:00,CUST-1069,Medium,Email,5.3,Yes,Escalated,4,General Inquiry
TKT-2026040297,2026-04-09 18:30:00,CUST-4260,High,Email,49.4,No,Closed,2,Technical Support
TKT-2026040298,2026-04-09 18:45:00,CUST-3889,Low,Email,4.7,Yes,Closed,4,Technical Support
TKT-2026040299,2026-04-09 19:30:00,CUST-4180,Medium,Web Portal,41.0,Yes,Closed,4,Technical Support
TKT-2026040300,2026-04-09 19:45:00,CUST-9552,Medium,Email,15.9,Yes,Closed,5,Network Outage
TKT-2026040301,2026-04-09 19:45:00,CUST-8171,Medium,Web Portal,9.4,Yes,In Progress,3,General Inquiry
TKT-2026040302,2026-04-09 20:30:00,CUST-4065,Urgent,Web Portal,8.0,Yes,Closed,5,Network Outage
TKT-2026040303,2026-04-09 20:30:00,CUST-7935,Low,Web Portal,17.0,Yes,Closed,5,Account Management
TKT-2026040304,2026-04-09 22:00:00,CUST-6380,Low,Email,5.0,Yes,Closed,4,Technical Support
TKT-2026040305,2026-04-09 22:00:00,CUST-3296,Medium,Mobile App,10.9,Yes,Closed,5,Network Outage
TKT-2026040306,2026-04-09 22:15:00,CUST-6268,Medium,Web Portal,54.8,Yes,Escalated,2,Billing & Payment
TKT-2026040307,2026-04-09 23:15:00,CUST-3191,Urgent,Email,25.6,No,Closed,3,Technical Support
TKT-2026040308,2026-04-10 03:15:00,CUST-3448,High,Web Portal,6.1,Yes,Closed,3,General Inquiry
TKT-2026040309,2026-04-10 04:15:00,CUST-5822,Low,Email,14.1,Yes,In Progress,4,Account Management
TKT-2026040310,2026-04-10 04:30:00,CUST-1926,Medium,Web Portal,18.7,No,Escalated,1,Technical Support
TKT-2026040311,2026-04-10 04:30:00,CUST-4196,High,Email,12.1,No,Closed,1,Billing & Payment
TKT-2026040312,2026-04-10 05:30:00,CUST-3870,Medium,Email,23.8,Yes,In Progress,5,Network Outage
TKT-2026040313,2026-04-10 05:30:00,CUST-1603,Low,Email,19.7,Yes,Closed,4,Technical Support
TKT-2026040314,2026-04-10 05:45:00,CUST-6898,Low,Mobile App,23.3,Yes,Closed,5,Billing & Payment
TKT-2026040315,2026-04-10 05:45:00,CUST-6328,Low,Email,4.6,Yes,Closed,3,General Inquiry
TKT-2026040316,2026-04-10 06:15:00,CUST-2324,Medium,Email,14.2,Yes,Escalated,4,General Inquiry
TKT-2026040317,2026-04-10 06:15:00,CUST-8648,Low,Email,4.7,Yes,Closed,4,Technical Support
TKT-2026040318,2026-04-10 07:15:00,CUST-1745,Medium,Web Portal,15.9,Yes,Closed,5,Network Outage
TKT-2026040319,2026-04-10 07:15:00,CUST-2907,Urgent,Email,9.1,Yes,Closed,3,Account Management
TKT-2026040320,2026-04-10 07:15:00,CUST-6600,High,Email,12.1,Yes,Closed,4,Billing & Payment
TKT-2026040321,2026-04-10 08:15:00,CUST-4532,Medium,Web Portal,9.5,Yes,Closed,5,Technical Support
TKT-2026040322,2026-04-10 08:30:00,CUST-2492,Medium,Email,23.8,Yes,Closed,5,Account Management
TKT-2026040323,2026-04-10 10:00:00,CUST-9172,High,Email,10.1,Yes,Closed,4,Billing & Payment
TKT-2026040324,2026-04-10 10:30:00,CUST-7276,Medium,Web Portal,17.4,Yes,Closed,5,Billing & Payment
TKT-2026040325,2026-04-10 11:00:00,CUST-4816,Medium,Email,49.0,Yes,Closed,2,General Inquiry
TKT-2026040326,2026-04-10 12:15:00,CUST-8818,Medium,Web Portal,5.1,Yes,In Progress,5,Billing & Payment
TKT-2026040327,2026-04-10 13:15:00,CUST-7031,Low,Web Portal,25.2,No,Closed,2,Billing & Payment
TKT-2026040328,2026-04-10 13:30:00,CUST-5048,Medium,Web Portal,24.5,Yes,Closed,5,Technical Support
TKT-2026040329,2026-04-10 15:15:00,CUST-3084,Medium,Email,64.5,No,Closed,2,Technical Support
TKT-2026040330,2026-04-10 16:15:00,CUST-6736,Medium,Mobile App,12.1,Yes,Closed,5,Technical Support
TKT-2026040331,2026-04-10 16:30:00,CUST-1432,High,Email,10.8,Yes,Closed,5,Account Management
TKT-2026040332,2026-04-10 16:30:00,CUST-1951,Medium,Web Portal,18.5,Yes,Closed,4,Technical Support
TKT-2026040333,2026-04-10 16:45:00,CUST-7521,Medium,Email,27.7,Yes,Escalated,3,Account Management
TKT-2026040334,2026-04-10 17:45:00,CUST-4125,Medium,Web Portal,5.8,Yes,Closed,5,Account Management
TKT-2026040335,2026-04-10 18:45:00,CUST-2750,Urgent,Email,10.6,Yes,Closed,4,Account Management
TKT-2026040336,2026-04-10 18:45:00,CUST-8551,High,Email,13.8,Yes,In Progress,4,Billing & Payment
TKT-2026040337,2026-04-10 21:00:00,CUST-2844,Low,Email,19.0,Yes,Closed,4,Network Outage
TKT-2026040338,2026-04-10 23:15:00,CUST-6339,Medium,Web Portal,7.0,Yes,In Progress,4,Account Management
TKT-2026040339,2026-04-11 00:30:00,CUST-4311,Medium,Web Portal,8.2,Yes,Closed,5,Account Management
TKT-2026040340,2026-04-11 00:45:00,CUST-5802,High,Web Portal,14.0,Yes,Closed,4,General Inquiry
TKT-2026040341,2026-04-11 02:15:00,CUST-3929,Medium,Web Portal,4.1,Yes,Closed,4,Network Outage
TKT-2026040342,2026-04-11 03:00:00,CUST-1892,Low,Web Portal,36.8,Yes,Escalated,4,Technical Support
TKT-2026040343,2026-04-11 04:00:00,CUST-2660,Low,Email,24.5,Yes,Closed,4,Account Management
TKT-2026040344,2026-04-11 04:45:00,CUST-1733,Low,Web Portal,33.8,Yes,Closed,4,Technical Support
TKT-2026040345,2026-04-11 05:30:00,CUST-1246,High,Email,15.3,Yes,Closed,5,Billing & Payment
TKT-2026040346,2026-04-11 06:15:00,CUST-6521,Low,Mobile App,6.9,Yes,Closed,5,Account Management
TKT-2026040347,2026-04-11 06:15:00,CUST-6468,High,Email,14.7,Yes,Closed,4,Account Management
TKT-2026040348,2026-04-11 06:15:00,CUST-6838,Medium,Web Portal,12.4,Yes,Closed,5,Technical Support
TKT-2026040349,2026-04-11 06:45:00,CUST-8915,Low,Email,11.5,Yes,Closed,4,Account Management
TKT-2026040350,2026-04-11 07:00:00,CUST-5706,Urgent,Email,4.9,Yes,Closed,5,Network Outage
TKT-2026040351,2026-04-11 07:30:00,CUST-5444,Medium,Mobile App,19.5,Yes,Closed,4,Account Management
TKT-2026040352,2026-04-11 08:30:00,CUST-4968,Medium,Web Portal,6.8,Yes,Closed,5,General Inquiry
TKT-2026040353,2026-04-11 12:30:00,CUST-2069,Medium,Web Portal,11.7,No,Closed,1,Account Management
TKT-2026040354,2026-04-11 12:45:00,CUST-3943,Low,Mobile App,9.6,Yes,Escalated,5,Billing & Payment
TKT-2026040355,2026-04-11 12:45:00,CUST-3230,Medium,Mobile App,10.8,Yes,Closed,5,Network Outage
TKT-2026040356,2026-04-11 13:30:00,CUST-2840,High,Mobile App,13.1,No,Closed,4,Account Management
TKT-2026040357,2026-04-11 14:15:00,CUST-9108,Medium,Web Portal,19.1,Yes,Closed,5,Network Outage
TKT-2026040358,2026-04-11 14:30:00,CUST-9796,Low,Web Portal,8.1,Yes,Closed,5,Network Outage
TKT-2026040359,2026-04-11 14:45:00,CUST-2286,Medium,Email,9.7,Yes,Closed,5,Billing & Payment
TKT-2026040360,2026-04-11 15:15:00,CUST-9651,Medium,Web Portal,8.5,Yes,Closed,5,Account Management
TKT-2026040361,2026-04-11 16:30:00,CUST-5266,Medium,Mobile App,7.9,Yes,Closed,5,Account Management
TKT-2026040362,2026-04-11 16:45:00,CUST-3025,Medium,Web Portal,41.8,Yes,Closed,4,General Inquiry
TKT-2026040363,2026-04-11 19:30:00,CUST-5628,Medium,Email,5.1,Yes,Closed,5,Technical Support
TKT-2026040364,2026-04-11 20:15:00,CUST-4038,Low,Mobile App,12.9,No,Closed,1,Account Management
TKT-2026040365,2026-04-11 21:15:00,CUST-6138,Low,Web Portal,4.8,Yes,Closed,5,Technical Support
TKT-2026040366,2026-04-11 21:15:00,CUST-8043,High,Email,10.2,Yes,Closed,4,Billing & Payment
TKT-2026040367,2026-04-11 21:30:00,CUST-9957,Urgent,Web Portal,8.7,Yes,Closed,5,Network Outage
TKT-2026040368,2026-04-11 23:45:00,CUST-5213,Low,Mobile App,22.3,Yes,Closed,5,Billing & Payment
TKT-2026040369,2026-04-11 23:45:00,CUST-7861,Low,Mobile App,27.0,Yes,Closed,4,Network Outage
TKT-2026040370,2026-04-12 00:45:00,CUST-8502,Medium,Email,29.6,Yes,Closed,3,Account Management
TKT-2026040371,2026-04-12 02:45:00,CUST-8628,Medium,Web Portal,5.5,Yes,Closed,5,Technical Support
TKT-2026040372,2026-04-12 04:15:00,CUST-7547,Low,Mobile App,4.6,No,Closed,2,General Inquiry
TKT-2026040373,2026-04-12 04:30:00,CUST-5741,Urgent,Email,26.1,No,Escalated,1,Technical Support
TKT-2026040374,2026-04-12 05:00:00,CUST-5024,Low,Email,4.9,No,Closed,1,Network Outage
TKT-2026040375,2026-04-12 05:30:00,CUST-2062,Low,Web Portal,38.2,Yes,Closed,5,Technical Support
TKT-2026040376,2026-04-12 06:45:00,CUST-5774,Low,Web Portal,34.6,Yes,In Progress,5,Account Management
TKT-2026040377,2026-04-12 06:45:00,CUST-2613,Low,Web Portal,9.4,Yes,In Progress,5,Technical Support
TKT-2026040378,2026-04-12 09:30:00,CUST-4035,Medium,Email,16.6,Yes,Closed,5,Technical Support
TKT-2026040379,2026-04-12 10:15:00,CUST-3738,Low,Mobile App,6.4,Yes,Closed,5,Technical Support
TKT-2026040380,2026-04-12 12:30:00,CUST-2851,High,Email,7.7,No,Escalated,3,General Inquiry
TKT-2026040381,2026-04-12 13:30:00,CUST-3509,Medium,Email,5.4,No,Closed,1,Account Management
TKT-2026040382,2026-04-12 14:00:00,CUST-7605,Medium,Mobile App,5.7,Yes,Escalated,5,Billing & Payment
TKT-2026040383,2026-04-12 14:45:00,CUST-1242,High,Web Portal,5.3,No,Closed,1,Account Management
TKT-2026040384,2026-04-12 17:15:00,CUST-2560,Low,Mobile App,7.6,Yes,Escalated,3,Network Outage
TKT-2026040385,2026-04-12 18:00:00,CUST-3958,Low,Mobile App,21.6,No,Closed,3,Network Outage
TKT-2026040386,2026-04-12 18:15:00,CUST-4975,Medium,Email,7.5,No,Closed,2,Technical Support
TKT-2026040387,2026-04-12 18:30:00,CUST-5425,Low,Email,24.2,Yes,Closed,4,General Inquiry
TKT-2026040388,2026-04-12 18:45:00,CUST-9455,Low,Mobile App,10.8,Yes,Closed,4,Technical Support
TKT-2026040389,2026-04-12 19:30:00,CUST-9243,Low,Email,4.8,Yes,Closed,5,Network Outage
TKT-2026040390,2026-04-12 19:45:00,CUST-8772,Low,Web Portal,28.8,Yes,Closed,5,Technical Support
TKT-2026040391,2026-04-12 20:00:00,CUST-2567,High,Mobile App,23.2,Yes,Closed,4,Billing & Payment
TKT-2026040392,2026-04-12 20:00:00,CUST-8042,Low,Mobile App,8.8,Yes,Closed,4,Technical Support
TKT-2026040393,2026-04-12 20:00:00,CUST-1554,High,Mobile App,11.5,Yes,Closed,4,Billing & Payment
TKT-2026040394,2026-04-12 20:00:00,CUST-1490,Low,Email,56.4,Yes,Escalated,3,Technical Support
TKT-2026040395,2026-04-12 21:00:00,CUST-2066,High,Mobile App,16.2,Yes,Closed,4,Billing & Payment
TKT-2026040396,2026-04-13 00:30:00,CUST-7642,Medium,Email,8.3,Yes,Closed,5,Account Management
TKT-2026040397,2026-04-13 00:30:00,CUST-8737,High,Web Portal,6.0,Yes,Closed,4,Account Management
TKT-2026040398,2026-04-13 00:45:00,CUST-8854,Low,Web Portal,9.1,Yes,Closed,5,Technical Support
TKT-2026040399,2026-04-13 02:00:00,CUST-2302,Low,Web Portal,9.3,No,Closed,3,General Inquiry
TKT-2026040400,2026-04-13 02:15:00,CUST-7216,Medium,Email,8.2,Yes,Closed,5,Network Outage
TKT-2026040401,2026-04-13 02:15:00,CUST-6955,Low,Email,30.3,Yes,Closed,3,Network Outage
TKT-2026040402,2026-04-13 03:45:00,CUST-5285,Low,Email,65.3,Yes,In Progress,3,Billing & Payment
TKT-2026040403,2026-04-13 04:00:00,CUST-3394,Medium,Web Portal,5.1,Yes,Closed,3,Network Outage
TKT-2026040404,2026-04-13 05:00:00,CUST-4334,Low,Web Portal,10.8,Yes,Closed,5,Account Management
TKT-2026040405,2026-04-13 06:30:00,CUST-1284,Low,Email,11.7,No,Closed,2,General Inquiry
TKT-2026040406,2026-04-13 08:00:00,CUST-6119,Low,Email,12.4,Yes,Closed,4,Network Outage
TKT-2026040407,2026-04-13 08:45:00,CUST-8191,Low,Web Portal,16.0,Yes,Escalated,5,Technical Support
TKT-2026040408,2026-04-13 09:00:00,CUST-1376,Medium,Email,25.1,Yes,Closed,5,Account Management
TKT-2026040409,2026-04-13 13:00:00,CUST-7662,Urgent,Email,11.3,Yes,Closed,4,Account Management
TKT-2026040410,2026-04-13 15:15:00,CUST-7485,Medium,Web Portal,5.2,Yes,Escalated,5,Network Outage
TKT-2026040411,2026-04-13 15:30:00,CUST-7047,Medium,Email,19.3,No,Closed,1,Network Outage
TKT-2026040412,2026-04-13 16:15:00,CUST-4457,Low,Web Portal,40.6,Yes,Closed,5,Billing & Payment
TKT-2026040413,2026-04-13 17:00:00,CUST-5244,Low,Web Portal,14.6,No,Closed,3,Network Outage
TKT-2026040414,2026-04-13 18:15:00,CUST-5613,Low,Email,5.1,Yes,Closed,5,Billing & Payment
TKT-2026040415,2026-04-13 19:15:00,CUST-3603,Low,Email,37.9,Yes,Closed,5,Billing & Payment
TKT-2026040416,2026-04-13 19:15:00,CUST-8813,High,Email,10.7,Yes,Closed,5,Billing & Payment
TKT-2026040417,2026-04-13 22:15:00,CUST-5773,Low,Web Portal,39.7,Yes,Closed,5,Network Outage
TKT-2026040418,2026-04-13 22:30:00,CUST-5071,Medium,Email,12.7,Yes,Closed,5,Account Management
TKT-2026040419,2026-04-13 23:15:00,CUST-7663,Medium,Email,21.2,Yes,Closed,5,Technical Support
TKT-2026040420,2026-04-13 23:30:00,CUST-3639,Urgent,Email,17.0,No,Closed,2,Technical Support
TKT-2026040421,2026-04-13 23:45:00,CUST-6827,Low,Email,10.8,Yes,Closed,5,Technical Support
TKT-2026040422,2026-04-14 00:30:00,CUST-2207,Low,Email,8.5,No,Closed,1,Technical Support
TKT-2026040423,2026-04-14 01:30:00,CUST-4786,Low,Email,54.1,Yes,Closed,1,Technical Support
TKT-2026040424,2026-04-14 02:00:00,CUST-2793,Medium,Mobile App,13.6,Yes,In Progress,5,Technical Support
TKT-2026040425,2026-04-14 02:00:00,CUST-7707,Medium,Email,6.1,No,Closed,2,Network Outage
TKT-2026040426,2026-04-14 04:00:00,CUST-7418,High,Web Portal,8.3,Yes,Closed,4,Account Management
TKT-2026040427,2026-04-14 04:00:00,CUST-9185,Medium,Email,11.6,Yes,Escalated,5,Technical Support
TKT-2026040428,2026-04-14 05:00:00,CUST-8612,Low,Mobile App,4.7,Yes,In Progress,4,Billing & Payment
TKT-2026040429,2026-04-14 05:30:00,CUST-7773,Medium,Web Portal,11.8,Yes,Closed,5,Billing & Payment
TKT-2026040430,2026-04-14 05:30:00,CUST-8792,Low,Email,30.0,Yes,Closed,5,General Inquiry
TKT-2026040431,2026-04-14 07:00:00,CUST-2209,Low,Email,8.0,Yes,Closed,5,Network Outage
TKT-2026040432,2026-04-14 08:00:00,CUST-9714,Low,Web Portal,11.1,Yes,Closed,5,Billing & Payment
TKT-2026040433,2026-04-14 08:30:00,CUST-3537,High,Email,18.8,Yes,In Progress,5,Billing & Payment
TKT-2026040434,2026-04-14 08:30:00,CUST-8057,High,Email,42.4,No,In Progress,3,Billing & Payment
TKT-2026040435,2026-04-14 08:30:00,CUST-8224,High,Web Portal,39.7,Yes,Closed,4,General Inquiry
TKT-2026040436,2026-04-14 09:45:00,CUST-6186,High,Web Portal,11.4,Yes,Closed,5,General Inquiry
TKT-2026040437,2026-04-14 10:00:00,CUST-6637,Medium,Email,32.0,Yes,Closed,4,Technical Support
TKT-2026040438,2026-04-14 10:15:00,CUST-2961,High,Web Portal,15.6,Yes,Closed,3,Billing & Payment
TKT-2026040439,2026-04-14 10:45:00,CUST-6575,Medium,Email,28.6,Yes,Closed,5,Technical Support
TKT-2026040440,2026-04-14 11:15:00,CUST-6628,Low,Web Portal,35.6,Yes,Closed,4,Billing & Payment
TKT-2026040441,2026-04-14 11:15:00,CUST-3843,Urgent,Email,11.0,Yes,Closed,5,Account Management
TKT-2026040442,2026-04-14 12:00:00,CUST-8050,Low,Web Portal,6.0,No,Closed,1,Technical Support
TKT-2026040443,2026-04-14 14:00:00,CUST-2077,Medium,Web Portal,7.7,No,Closed,2,Network Outage
TKT-2026040444,2026-04-14 15:15:00,CUST-7442,Low,Email,48.9,Yes,Closed,3,Account Management
TKT-2026040445,2026-04-14 15:15:00,CUST-4838,High,Email,11.6,Yes,Escalated,5,Billing & Payment
TKT-2026040446,2026-04-14 15:30:00,CUST-9888,Medium,Web Portal,23.2,Yes,Closed,4,Billing & Payment
TKT-2026040447,2026-04-14 16:00:00,CUST-2117,High,Mobile App,82.2,No,Closed,1,Technical Support
TKT-2026040448,2026-04-14 17:00:00,CUST-3354,Low,Mobile App,4.8,Yes,Closed,4,Technical Support
TKT-2026040449,2026-04-14 17:00:00,CUST-4986,Low,Web Portal,25.0,Yes,Closed,4,Technical Support
TKT-2026040450,2026-04-14 17:45:00,CUST-6049,Medium,Email,12.6,Yes,Closed,5,Technical Support
TKT-2026040451,2026-04-14 18:00:00,CUST-9207,Low,Email,13.2,Yes,Closed,3,Network Outage
TKT-2026040452,2026-04-14 18:15:00,CUST-7883,Low,Email,24.0,No,Closed,4,Network Outage
TKT-2026040453,2026-04-14 20:00:00,CUST-2438,High,Email,49.3,Yes,Escalated,1,General Inquiry
TKT-2026040454,2026-04-14 21:30:00,CUST-3576,High,Web Portal,38.2,No,In Progress,1,Technical Support
TKT-2026040455,2026-04-14 22:15:00,CUST-2924,Medium,Email,18.8,Yes,Closed,5,Network Outage
TKT-2026040456,2026-04-15 01:15:00,CUST-1227,Low,Web Portal,16.1,Yes,Closed,5,Billing & Payment
TKT-2026040457,2026-04-15 05:30:00,CUST-3514,Low,Email,33.5,Yes,Closed,4,Billing & Payment
TKT-2026040458,2026-04-15 07:00:00,CUST-7739,Low,Email,10.0,Yes,Closed,5,Network Outage
TKT-2026040459,2026-04-15 07:15:00,CUST-8700,Low,Web Portal,10.3,Yes,Escalated,4,Network Outage
TKT-2026040460,2026-04-15 08:00:00,CUST-7960,Medium,Mobile App,11.9,Yes,Closed,5,Network Outage
TKT-2026040461,2026-04-15 10:45:00,CUST-8831,Low,Email,15.8,Yes,In Progress,5,Account Management
TKT-2026040462,2026-04-15 11:00:00,CUST-3400,Low,Email,14.3,Yes,Closed,4,Billing & Payment
TKT-2026040463,2026-04-15 11:45:00,CUST-8791,Medium,Mobile App,33.1,Yes,Closed,4,Network Outage
TKT-2026040464,2026-04-15 12:00:00,CUST-3717,Medium,Web Portal,6.2,Yes,Closed,5,Account Management
TKT-2026040465,2026-04-15 12:15:00,CUST-4925,High,Email,18.6,Yes,Escalated,5,Billing & Payment
TKT-2026040466,2026-04-15 16:15:00,CUST-9239,Low,Web Portal,18.5,Yes,Closed,5,Account Management
TKT-2026040467,2026-04-15 17:00:00,CUST-9180,High,Web Portal,14.6,Yes,Closed,4,Network Outage
TKT-2026040468,2026-04-15 18:30:00,CUST-4600,Low,Email,8.2,Yes,Closed,5,Technical Support
TKT-2026040469,2026-04-15 19:00:00,CUST-6036,Low,Email,21.5,Yes,Escalated,4,Network Outage
TKT-2026040470,2026-04-15 19:00:00,CUST-6054,Medium,Mobile App,17.1,Yes,Escalated,4,Account Management
TKT-2026040471,2026-04-15 19:45:00,CUST-2894,Low,Email,12.7,Yes,Closed,5,Account Management
TKT-2026040472,2026-04-15 21:00:00,CUST-1645,Medium,Email,13.2,Yes,In Progress,5,Billing & Payment
TKT-2026040473,2026-04-15 22:00:00,CUST-1390,High,Email,12.8,No,Escalated,1,Technical Support
TKT-2026040474,2026-04-15 22:45:00,CUST-6949,Low,Mobile App,37.9,No,Closed,1,Technical Support
TKT-2026040475,2026-04-16 00:45:00,CUST-7618,Urgent,Email,35.5,No,In Progress,2,Technical Support
TKT-2026040476,2026-04-16 02:30:00,CUST-4621,Medium,Web Portal,17.2,Yes,Closed,5,Technical Support
TKT-2026040477,2026-04-16 02:30:00,CUST-8186,Medium,Web Portal,8.2,Yes,Closed,5,Technical Support
TKT-2026040478,2026-04-16 03:00:00,CUST-8981,Medium,Email,40.9,Yes,Closed,5,Network Outage
TKT-2026040479,2026-04-16 04:00:00,CUST-5806,Urgent,Mobile App,29.4,Yes,Closed,4,Network Outage
TKT-2026040480,2026-04-16 05:15:00,CUST-6772,Urgent,Email,42.0,No,Closed,2,Account Management
TKT-2026040481,2026-04-16 05:30:00,CUST-2666,High,Email,14.7,Yes,Closed,4,Technical Support
TKT-2026040482,2026-04-16 05:30:00,CUST-4760,High,Mobile App,10.6,Yes,Closed,5,Account Management
TKT-2026040483,2026-04-16 06:00:00,CUST-2261,Urgent,Web Portal,4.9,Yes,Closed,4,Billing & Payment
TKT-2026040484,2026-04-16 07:00:00,CUST-5360,Low,Web Portal,4.5,Yes,In Progress,5,Technical Support
TKT-2026040485,2026-04-16 07:00:00,CUST-3450,Medium,Web Portal,9.0,Yes,Closed,4,Billing & Payment
TKT-2026040486,2026-04-16 07:30:00,CUST-4481,Medium,Email,6.2,Yes,Escalated,5,Billing & Payment
TKT-2026040487,2026-04-16 08:00:00,CUST-9641,Medium,Mobile App,20.1,Yes,Closed,5,Technical Support
TKT-2026040488,2026-04-16 08:00:00,CUST-2250,Urgent,Web Portal,12.8,No,Closed,3,Technical Support
