chat_id,timestamp,customer_id,agent_id,first_response_time_sec,chat_duration_min,chat_status,csat_score,sentiment,issue_category
IM-2026040679,2026-04-08 17:30:00,CUST-8180,AGT-221,1285,6.8,Resolved,1,Negative,Technical Support
IM-2026040680,2026-04-08 17:45:00,CUST-6940,AGT-224,50,13.0,Resolved,4,Positive,Technical Support
IM-2026040681,2026-04-08 18:00:00,CUST-2644,AGT-218,86,8.2,Resolved,3,Positive,Account Management
IM-2026040682,2026-04-08 18:15:00,CUST-9914,AGT-218,620,3.3,Resolved,2,Negative,Billing & Payment
IM-2026040683,2026-04-08 19:00:00,CUST-3023,AGT-230,402,14.4,Resolved,2,Negative,Account Management
IM-2026040684,2026-04-08 19:00:00,CUST-3665,AGT-233,229,2.0,Resolved,5,Positive,Billing & Payment
IM-2026040685,2026-04-08 19:00:00,CUST-3737,AGT-230,191,17.5,Resolved,4,Positive,Network Outage
IM-2026040686,2026-04-08 19:30:00,CUST-4087,AGT-212,422,7.3,Unresolved,1,Negative,Account Management
IM-2026040687,2026-04-08 20:00:00,CUST-3807,AGT-231,84,8.7,Resolved,3,Neutral,General Inquiry
IM-2026040688,2026-04-08 20:00:00,CUST-1717,AGT-218,1206,20.6,Transferred,1,Negative,Account Management
IM-2026040689,2026-04-08 20:15:00,CUST-4879,AGT-206,791,10.9,Resolved,1,Negative,Technical Support
IM-2026040690,2026-04-08 20:30:00,CUST-2845,AGT-227,126,14.1,Resolved,3,Positive,Technical Support
IM-2026040691,2026-04-08 20:45:00,CUST-1450,AGT-212,903,19.3,Resolved,1,Neutral,Technical Support
IM-2026040692,2026-04-08 21:00:00,CUST-3925,AGT-229,541,6.4,Unresolved,2,Negative,Network Outage
IM-2026040693,2026-04-08 21:15:00,CUST-4523,AGT-203,643,11.5,Unresolved,1,Negative,General Inquiry
IM-2026040694,2026-04-08 21:30:00,CUST-7132,AGT-212,116,10.7,Resolved,5,Positive,Technical Support
IM-2026040695,2026-04-08 21:30:00,CUST-4148,AGT-231,63,13.5,Resolved,5,Neutral,Account Management
IM-2026040696,2026-04-08 21:45:00,CUST-6786,AGT-227,203,9.1,Resolved,4,Positive,Account Management
IM-2026040697,2026-04-08 21:45:00,CUST-4733,AGT-230,454,11.0,Resolved,1,Negative,Technical Support
IM-2026040698,2026-04-08 22:15:00,CUST-9540,AGT-209,570,11.5,Transferred,2,Negative,Technical Support
IM-2026040699,2026-04-08 22:30:00,CUST-9455,AGT-212,128,9.9,Resolved,4,Positive,Technical Support
IM-2026040700,2026-04-08 23:30:00,CUST-1907,AGT-232,172,22.0,Resolved,3,Positive,Network Outage
IM-2026040701,2026-04-08 23:45:00,CUST-4365,AGT-211,92,10.5,Resolved,4,Neutral,Account Management
IM-2026040702,2026-04-09 00:15:00,CUST-7058,AGT-216,456,10.4,Resolved,3,Negative,Billing & Payment
IM-2026040703,2026-04-09 00:15:00,CUST-4987,AGT-201,65,18.1,Resolved,3,Positive,Billing & Payment
IM-2026040704,2026-04-09 00:30:00,CUST-1260,AGT-221,191,10.2,Resolved,3,Negative,Technical Support
IM-2026040705,2026-04-09 01:00:00,CUST-8664,AGT-207,524,6.3,Resolved,1,Negative,Technical Support
IM-2026040706,2026-04-09 01:00:00,CUST-6016,AGT-202,499,14.5,Resolved,1,Neutral,Billing & Payment
IM-2026040707,2026-04-09 01:30:00,CUST-2040,AGT-211,129,7.7,Resolved,5,Neutral,Billing & Payment
IM-2026040708,2026-04-09 02:00:00,CUST-4726,AGT-206,76,14.5,Resolved,4,Neutral,Technical Support
IM-2026040709,2026-04-09 02:15:00,CUST-6474,AGT-217,1171,8.4,Resolved,2,Negative,Billing & Payment
IM-2026040710,2026-04-09 03:30:00,CUST-3895,AGT-231,979,15.3,Resolved,1,Positive,Billing & Payment
IM-2026040711,2026-04-09 03:30:00,CUST-5501,AGT-233,814,12.9,Resolved,1,Negative,Technical Support
IM-2026040712,2026-04-09 03:45:00,CUST-1204,AGT-201,393,9.1,Resolved,1,Neutral,Technical Support
IM-2026040713,2026-04-09 04:00:00,CUST-4748,AGT-214,485,21.3,Resolved,1,Negative,Network Outage
IM-2026040714,2026-04-09 04:15:00,CUST-4051,AGT-226,507,17.4,Resolved,1,Positive,Technical Support
IM-2026040715,2026-04-09 04:15:00,CUST-1421,AGT-203,211,12.7,Resolved,5,Neutral,Billing & Payment
IM-2026040716,2026-04-09 04:15:00,CUST-8316,AGT-228,75,20.0,Resolved,4,Positive,Account Management
IM-2026040717,2026-04-09 04:15:00,CUST-6363,AGT-234,604,13.3,Unresolved,1,Positive,Technical Support
IM-2026040718,2026-04-09 05:00:00,CUST-5194,AGT-213,193,12.2,Resolved,5,Positive,Network Outage
IM-2026040719,2026-04-09 05:00:00,CUST-9067,AGT-232,49,15.3,Resolved,5,Neutral,Network Outage
IM-2026040720,2026-04-09 05:15:00,CUST-6247,AGT-231,244,8.3,Resolved,4,Neutral,General Inquiry
IM-2026040721,2026-04-09 05:15:00,CUST-1059,AGT-234,316,7.3,Resolved,1,Positive,Technical Support
IM-2026040722,2026-04-09 05:15:00,CUST-7097,AGT-222,115,12.1,Resolved,4,Negative,Network Outage
IM-2026040723,2026-04-09 05:15:00,CUST-9334,AGT-223,119,6.0,Resolved,3,Neutral,Billing & Payment
IM-2026040724,2026-04-09 05:30:00,CUST-1965,AGT-221,134,11.1,Resolved,5,Positive,Technical Support
IM-2026040725,2026-04-09 05:30:00,CUST-1987,AGT-220,380,10.3,Unresolved,1,Negative,Network Outage
IM-2026040726,2026-04-09 06:00:00,CUST-5376,AGT-234,300,7.2,Resolved,4,Positive,Technical Support
IM-2026040727,2026-04-09 06:15:00,CUST-6025,AGT-207,337,15.3,Unresolved,3,Negative,Account Management
IM-2026040728,2026-04-09 06:15:00,CUST-7970,AGT-221,54,4.7,Resolved,4,Positive,Network Outage
IM-2026040729,2026-04-09 06:30:00,CUST-2675,AGT-232,151,12.6,Resolved,5,Positive,Account Management
IM-2026040730,2026-04-09 07:00:00,CUST-9143,AGT-231,640,4.8,Unresolved,1,Negative,Technical Support
IM-2026040731,2026-04-09 07:00:00,CUST-6424,AGT-220,77,17.8,Resolved,5,Negative,Billing & Payment
IM-2026040732,2026-04-09 07:15:00,CUST-3259,AGT-211,245,2.0,Resolved,5,Positive,General Inquiry
IM-2026040733,2026-04-09 07:30:00,CUST-8918,AGT-227,176,11.0,Resolved,5,Positive,General Inquiry
IM-2026040734,2026-04-09 07:45:00,CUST-8072,AGT-222,226,13.4,Unresolved,5,Positive,Technical Support
IM-2026040735,2026-04-09 07:45:00,CUST-7586,AGT-208,177,11.0,Resolved,4,Neutral,Technical Support
IM-2026040736,2026-04-09 08:15:00,CUST-6300,AGT-207,61,13.6,Resolved,4,Positive,Account Management
IM-2026040737,2026-04-09 08:30:00,CUST-5757,AGT-203,329,13.7,Unresolved,2,Negative,General Inquiry
IM-2026040738,2026-04-09 08:30:00,CUST-2747,AGT-227,201,10.9,Resolved,5,Neutral,Network Outage
IM-2026040739,2026-04-09 08:30:00,CUST-1599,AGT-229,360,25.2,Unresolved,2,Negative,Account Management
IM-2026040740,2026-04-09 09:00:00,CUST-5778,AGT-234,404,12.3,Resolved,1,Negative,Technical Support
IM-2026040741,2026-04-09 09:30:00,CUST-5583,AGT-219,66,12.9,Resolved,5,Neutral,Billing & Payment
IM-2026040742,2026-04-09 09:30:00,CUST-7360,AGT-212,187,11.9,Resolved,5,Positive,Technical Support
IM-2026040743,2026-04-09 09:30:00,CUST-8406,AGT-205,48,19.3,Resolved,5,Neutral,Billing & Payment
IM-2026040744,2026-04-09 09:45:00,CUST-4940,AGT-229,370,3.3,Resolved,1,Negative,Network Outage
IM-2026040745,2026-04-09 09:45:00,CUST-9063,AGT-202,387,8.9,Transferred,1,Negative,Account Management
IM-2026040746,2026-04-09 10:15:00,CUST-3333,AGT-215,705,2.0,Resolved,1,Negative,Technical Support
IM-2026040747,2026-04-09 11:00:00,CUST-8538,AGT-214,274,13.9,Unresolved,5,Neutral,Account Management
IM-2026040748,2026-04-09 11:00:00,CUST-9337,AGT-212,205,13.8,Resolved,5,Neutral,Technical Support
IM-2026040749,2026-04-09 11:15:00,CUST-3293,AGT-213,570,14.7,Unresolved,1,Negative,General Inquiry
IM-2026040750,2026-04-09 11:30:00,CUST-8647,AGT-203,224,18.3,Resolved,5,Positive,General Inquiry
IM-2026040751,2026-04-09 11:30:00,CUST-3991,AGT-210,1338,11.6,Transferred,2,Negative,General Inquiry
IM-2026040752,2026-04-09 11:30:00,CUST-3042,AGT-206,548,13.3,Resolved,2,Negative,Technical Support
IM-2026040753,2026-04-09 11:45:00,CUST-6952,AGT-230,161,16.7,Unresolved,3,Positive,General Inquiry
IM-2026040754,2026-04-09 12:00:00,CUST-8662,AGT-222,222,7.6,Unresolved,4,Positive,Billing & Payment
IM-2026040755,2026-04-09 12:15:00,CUST-7941,AGT-222,313,17.8,Resolved,1,Negative,Network Outage
IM-2026040756,2026-04-09 12:15:00,CUST-2474,AGT-233,65,8.5,Resolved,5,Negative,Technical Support
IM-2026040757,2026-04-09 12:15:00,CUST-1612,AGT-221,188,10.3,Resolved,5,Neutral,Billing & Payment
IM-2026040758,2026-04-09 12:15:00,CUST-4201,AGT-206,79,19.8,Resolved,5,Positive,Technical Support
IM-2026040759,2026-04-09 13:00:00,CUST-7755,AGT-227,966,17.0,Resolved,3,Neutral,Account Management
IM-2026040760,2026-04-09 13:15:00,CUST-9865,AGT-234,960,12.0,Unresolved,1,Neutral,Network Outage
IM-2026040761,2026-04-09 13:15:00,CUST-7462,AGT-203,445,6.8,Resolved,2,Negative,Billing & Payment
IM-2026040762,2026-04-09 14:15:00,CUST-8459,AGT-215,303,11.5,Unresolved,3,Neutral,Network Outage
IM-2026040763,2026-04-09 14:15:00,CUST-6311,AGT-224,56,6.3,Unresolved,5,Positive,Account Management
IM-2026040764,2026-04-09 15:00:00,CUST-1862,AGT-217,361,7.5,Unresolved,1,Negative,Network Outage
IM-2026040765,2026-04-09 15:15:00,CUST-6196,AGT-227,574,14.5,Resolved,1,Neutral,Technical Support
IM-2026040766,2026-04-09 15:30:00,CUST-2705,AGT-227,1001,14.4,Transferred,1,Negative,Technical Support
IM-2026040767,2026-04-09 15:30:00,CUST-9759,AGT-217,77,6.6,Resolved,4,Positive,Billing & Payment
IM-2026040768,2026-04-09 16:00:00,CUST-6097,AGT-208,64,11.6,Resolved,5,Positive,Account Management
IM-2026040769,2026-04-09 16:00:00,CUST-1131,AGT-211,65,14.2,Transferred,3,Positive,Technical Support
IM-2026040770,2026-04-09 16:00:00,CUST-7632,AGT-222,954,17.9,Resolved,1,Negative,Technical Support
IM-2026040771,2026-04-09 16:15:00,CUST-7595,AGT-214,260,5.1,Resolved,4,Positive,Account Management
IM-2026040772,2026-04-09 16:45:00,CUST-3178,AGT-229,317,8.2,Transferred,1,Positive,Network Outage
IM-2026040773,2026-04-09 17:00:00,CUST-7534,AGT-210,1038,21.8,Unresolved,2,Negative,Technical Support
IM-2026040774,2026-04-09 17:00:00,CUST-7740,AGT-220,1342,16.2,Resolved,1,Neutral,Account Management
IM-2026040775,2026-04-09 17:15:00,CUST-4978,AGT-230,1351,8.5,Resolved,1,Negative,Technical Support
IM-2026040776,2026-04-09 17:15:00,CUST-1981,AGT-224,364,3.0,Resolved,1,Neutral,Account Management
IM-2026040777,2026-04-09 17:30:00,CUST-3742,AGT-234,563,2.2,Resolved,2,Negative,Technical Support
IM-2026040778,2026-04-09 18:45:00,CUST-1170,AGT-232,870,11.4,Resolved,2,Neutral,Account Management
IM-2026040779,2026-04-09 19:00:00,CUST-6301,AGT-222,172,11.1,Resolved,5,Positive,Technical Support
IM-2026040780,2026-04-09 19:15:00,CUST-1539,AGT-234,87,2.0,Resolved,5,Positive,Account Management
IM-2026040781,2026-04-09 19:45:00,CUST-7716,AGT-201,247,14.6,Resolved,5,Positive,Technical Support
IM-2026040782,2026-04-09 20:00:00,CUST-3549,AGT-201,406,15.0,Unresolved,1,Negative,General Inquiry
IM-2026040783,2026-04-09 20:15:00,CUST-8430,AGT-208,173,12.8,Resolved,4,Positive,Technical Support
IM-2026040784,2026-04-09 21:30:00,CUST-8050,AGT-210,97,16.5,Resolved,3,Positive,Network Outage
IM-2026040785,2026-04-09 21:45:00,CUST-5303,AGT-216,131,16.0,Unresolved,4,Positive,Account Management
IM-2026040786,2026-04-09 21:45:00,CUST-9429,AGT-225,45,16.7,Resolved,4,Negative,Billing & Payment
IM-2026040787,2026-04-09 22:00:00,CUST-4686,AGT-223,261,13.7,Resolved,4,Positive,Technical Support
IM-2026040788,2026-04-09 22:00:00,CUST-8558,AGT-224,791,5.6,Resolved,2,Negative,Technical Support
IM-2026040789,2026-04-09 22:30:00,CUST-9980,AGT-215,52,12.9,Resolved,4,Positive,Technical Support
IM-2026040790,2026-04-09 22:45:00,CUST-7486,AGT-227,142,4.7,Resolved,5,Negative,Technical Support
IM-2026040791,2026-04-09 22:45:00,CUST-6521,AGT-228,649,10.5,Unresolved,2,Negative,Network Outage
IM-2026040792,2026-04-09 22:45:00,CUST-8457,AGT-223,80,7.5,Resolved,5,Positive,Billing & Payment
IM-2026040793,2026-04-09 23:15:00,CUST-7881,AGT-229,746,14.7,Unresolved,1,Negative,Account Management
IM-2026040794,2026-04-09 23:15:00,CUST-3945,AGT-228,175,17.7,Resolved,5,Positive,Network Outage
IM-2026040795,2026-04-09 23:15:00,CUST-3559,AGT-217,73,7.1,Resolved,5,Neutral,Billing & Payment
IM-2026040796,2026-04-09 23:45:00,CUST-5137,AGT-232,125,10.9,Resolved,3,Positive,Account Management
IM-2026040797,2026-04-09 23:45:00,CUST-8737,AGT-211,529,10.0,Resolved,1,Negative,Billing & Payment
IM-2026040798,2026-04-10 00:00:00,CUST-3940,AGT-229,114,22.8,Resolved,4,Positive,Billing & Payment
IM-2026040799,2026-04-10 00:00:00,CUST-6067,AGT-221,178,13.0,Resolved,4,Positive,Billing & Payment
IM-2026040800,2026-04-10 00:15:00,CUST-4483,AGT-231,291,12.0,Resolved,5,Negative,Account Management
IM-2026040801,2026-04-10 00:30:00,CUST-1289,AGT-206,203,17.2,Resolved,5,Negative,Account Management
IM-2026040802,2026-04-10 00:30:00,CUST-3566,AGT-210,81,17.8,Unresolved,5,Positive,Technical Support
IM-2026040803,2026-04-10 01:15:00,CUST-2485,AGT-226,308,16.0,Resolved,1,Neutral,General Inquiry
IM-2026040804,2026-04-10 01:45:00,CUST-2840,AGT-225,346,14.4,Resolved,2,Negative,Technical Support
IM-2026040805,2026-04-10 02:15:00,CUST-4963,AGT-216,561,15.8,Resolved,3,Neutral,Billing & Payment
IM-2026040806,2026-04-10 02:15:00,CUST-3700,AGT-212,1912,11.4,Unresolved,2,Negative,Technical Support
IM-2026040807,2026-04-10 02:30:00,CUST-3137,AGT-231,61,14.7,Resolved,5,Neutral,Billing & Payment
IM-2026040808,2026-04-10 02:45:00,CUST-1067,AGT-207,167,16.8,Resolved,4,Neutral,General Inquiry
IM-2026040809,2026-04-10 02:45:00,CUST-6515,AGT-227,154,16.8,Unresolved,4,Neutral,Account Management
IM-2026040810,2026-04-10 02:45:00,CUST-5507,AGT-218,282,2.0,Unresolved,5,Positive,General Inquiry
IM-2026040811,2026-04-10 03:00:00,CUST-9628,AGT-230,306,16.7,Resolved,1,Negative,Account Management
IM-2026040812,2026-04-10 03:15:00,CUST-2489,AGT-231,361,14.4,Resolved,1,Neutral,Technical Support
IM-2026040813,2026-04-10 03:15:00,CUST-3962,AGT-224,594,14.3,Resolved,1,Negative,Technical Support
IM-2026040814,2026-04-10 03:30:00,CUST-1175,AGT-211,250,13.3,Resolved,5,Positive,Account Management
IM-2026040815,2026-04-10 03:30:00,CUST-6456,AGT-222,373,16.1,Resolved,1,Negative,Billing & Payment
IM-2026040816,2026-04-10 03:45:00,CUST-1658,AGT-205,505,16.5,Unresolved,1,Negative,Account Management
IM-2026040817,2026-04-10 04:00:00,CUST-7025,AGT-231,1159,23.9,Unresolved,2,Positive,Technical Support
IM-2026040818,2026-04-10 04:00:00,CUST-9453,AGT-228,1116,5.2,Transferred,3,Negative,Network Outage
IM-2026040819,2026-04-10 04:15:00,CUST-6093,AGT-232,253,12.7,Resolved,5,Positive,Account Management
IM-2026040820,2026-04-10 04:15:00,CUST-5113,AGT-213,1733,18.8,Unresolved,1,Negative,Technical Support
IM-2026040821,2026-04-10 04:15:00,CUST-3788,AGT-234,283,14.8,Resolved,4,Positive,Billing & Payment
IM-2026040822,2026-04-10 04:15:00,CUST-6782,AGT-216,447,8.2,Resolved,2,Negative,General Inquiry
IM-2026040823,2026-04-10 04:30:00,CUST-4405,AGT-215,1117,18.2,Resolved,1,Neutral,Technical Support
IM-2026040824,2026-04-10 04:30:00,CUST-5453,AGT-215,58,14.3,Resolved,4,Positive,Network Outage
IM-2026040825,2026-04-10 05:30:00,CUST-3200,AGT-224,908,15.8,Unresolved,3,Negative,Technical Support
IM-2026040826,2026-04-10 05:45:00,CUST-4822,AGT-219,221,18.2,Resolved,5,Negative,Technical Support
IM-2026040827,2026-04-10 05:45:00,CUST-3849,AGT-231,792,10.2,Unresolved,1,Neutral,Technical Support
IM-2026040828,2026-04-10 06:30:00,CUST-6803,AGT-215,592,10.0,Resolved,1,Negative,General Inquiry
IM-2026040829,2026-04-10 07:15:00,CUST-2070,AGT-227,102,25.5,Resolved,5,Neutral,General Inquiry
IM-2026040830,2026-04-10 07:15:00,CUST-3823,AGT-233,150,11.6,Resolved,4,Positive,General Inquiry
IM-2026040831,2026-04-10 07:15:00,CUST-3024,AGT-214,246,14.0,Resolved,4,Neutral,Technical Support
IM-2026040832,2026-04-10 07:30:00,CUST-8711,AGT-224,93,19.0,Resolved,5,Positive,Account Management
IM-2026040833,2026-04-10 07:30:00,CUST-6433,AGT-221,72,9.6,Unresolved,5,Positive,Billing & Payment
IM-2026040834,2026-04-10 07:45:00,CUST-7800,AGT-205,95,10.7,Resolved,3,Neutral,Billing & Payment
IM-2026040835,2026-04-10 07:45:00,CUST-4311,AGT-230,228,12.6,Resolved,5,Positive,General Inquiry
IM-2026040836,2026-04-10 07:45:00,CUST-7140,AGT-204,115,5.8,Resolved,4,Positive,Network Outage
IM-2026040837,2026-04-10 07:45:00,CUST-5075,AGT-230,68,15.3,Unresolved,4,Positive,Technical Support
IM-2026040838,2026-04-10 08:00:00,CUST-9863,AGT-227,519,3.6,Resolved,2,Negative,Technical Support
IM-2026040839,2026-04-10 08:00:00,CUST-3795,AGT-222,856,17.4,Unresolved,1,Negative,Technical Support
IM-2026040840,2026-04-10 08:15:00,CUST-9497,AGT-217,834,12.7,Unresolved,2,Neutral,Billing & Payment
IM-2026040841,2026-04-10 08:30:00,CUST-1715,AGT-231,411,18.7,Resolved,1,Negative,Technical Support
IM-2026040842,2026-04-10 08:45:00,CUST-6056,AGT-230,776,2.1,Resolved,1,Negative,Technical Support
IM-2026040843,2026-04-10 09:00:00,CUST-1202,AGT-213,73,28.1,Resolved,5,Positive,Technical Support
IM-2026040844,2026-04-10 09:00:00,CUST-5015,AGT-226,674,7.6,Resolved,1,Negative,Network Outage
IM-2026040845,2026-04-10 09:00:00,CUST-6280,AGT-215,96,8.2,Unresolved,4,Positive,Account Management
IM-2026040846,2026-04-10 09:15:00,CUST-2654,AGT-216,290,5.3,Resolved,4,Positive,General Inquiry
IM-2026040847,2026-04-10 09:15:00,CUST-8283,AGT-228,214,7.0,Resolved,4,Positive,Technical Support
IM-2026040848,2026-04-10 10:45:00,CUST-1288,AGT-209,146,22.2,Resolved,5,Positive,Technical Support
IM-2026040849,2026-04-10 10:45:00,CUST-5274,AGT-232,160,10.8,Resolved,3,Positive,Network Outage
IM-2026040850,2026-04-10 12:45:00,CUST-1318,AGT-228,179,16.6,Resolved,3,Positive,Billing & Payment
IM-2026040851,2026-04-10 12:45:00,CUST-2375,AGT-211,91,8.2,Transferred,5,Positive,Billing & Payment
IM-2026040852,2026-04-10 13:00:00,CUST-7042,AGT-216,1441,7.3,Unresolved,1,Neutral,General Inquiry
IM-2026040853,2026-04-10 13:00:00,CUST-4172,AGT-226,103,5.8,Resolved,5,Negative,Billing & Payment
IM-2026040854,2026-04-10 13:15:00,CUST-9316,AGT-207,89,19.4,Resolved,4,Positive,Billing & Payment
IM-2026040855,2026-04-10 13:45:00,CUST-7817,AGT-207,393,6.0,Transferred,1,Negative,Technical Support
IM-2026040856,2026-04-10 14:00:00,CUST-5275,AGT-215,518,14.2,Unresolved,3,Neutral,Account Management
IM-2026040857,2026-04-10 14:15:00,CUST-1247,AGT-227,129,16.2,Resolved,5,Positive,Network Outage
IM-2026040858,2026-04-10 14:30:00,CUST-8997,AGT-210,341,10.2,Resolved,3,Neutral,General Inquiry
IM-2026040859,2026-04-10 15:00:00,CUST-2401,AGT-223,137,20.5,Resolved,5,Neutral,Technical Support
IM-2026040860,2026-04-10 15:00:00,CUST-5071,AGT-208,248,9.2,Resolved,5,Negative,Technical Support
IM-2026040861,2026-04-10 15:15:00,CUST-4393,AGT-215,820,11.6,Resolved,1,Neutral,Account Management
IM-2026040862,2026-04-10 15:30:00,CUST-6109,AGT-229,1380,18.4,Unresolved,2,Negative,Billing & Payment
IM-2026040863,2026-04-10 15:45:00,CUST-1794,AGT-226,83,14.2,Resolved,5,Positive,Technical Support
IM-2026040864,2026-04-10 16:00:00,CUST-4621,AGT-215,533,10.5,Resolved,1,Neutral,Network Outage
IM-2026040865,2026-04-10 16:30:00,CUST-8230,AGT-213,342,10.0,Resolved,3,Negative,Network Outage
IM-2026040866,2026-04-10 17:00:00,CUST-4015,AGT-232,200,9.6,Unresolved,5,Positive,General Inquiry
IM-2026040867,2026-04-10 17:30:00,CUST-7842,AGT-203,73,11.8,Resolved,5,Positive,Technical Support
IM-2026040868,2026-04-10 17:45:00,CUST-8691,AGT-205,605,11.2,Unresolved,1,Negative,Network Outage
IM-2026040869,2026-04-10 17:45:00,CUST-3398,AGT-228,116,18.0,Resolved,4,Positive,Technical Support
IM-2026040870,2026-04-10 17:45:00,CUST-6236,AGT-225,119,17.6,Resolved,4,Positive,Account Management
IM-2026040871,2026-04-10 18:00:00,CUST-4841,AGT-214,309,21.8,Transferred,2,Neutral,Network Outage
IM-2026040872,2026-04-10 18:15:00,CUST-3023,AGT-234,168,11.1,Resolved,4,Neutral,Technical Support
IM-2026040873,2026-04-10 18:45:00,CUST-5459,AGT-222,59,7.5,Resolved,4,Positive,Technical Support
IM-2026040874,2026-04-10 19:30:00,CUST-1760,AGT-206,91,19.2,Resolved,5,Neutral,Billing & Payment
IM-2026040875,2026-04-10 19:45:00,CUST-8505,AGT-215,240,13.8,Resolved,5,Negative,Technical Support
IM-2026040876,2026-04-10 20:00:00,CUST-6088,AGT-201,943,21.4,Resolved,1,Negative,Account Management
IM-2026040877,2026-04-10 20:00:00,CUST-2634,AGT-231,1445,12.4,Resolved,1,Negative,Account Management
IM-2026040878,2026-04-10 20:15:00,CUST-3061,AGT-219,429,11.9,Resolved,1,Negative,Billing & Payment
IM-2026040879,2026-04-10 20:30:00,CUST-3159,AGT-223,365,13.3,Resolved,3,Negative,Network Outage
IM-2026040880,2026-04-10 20:30:00,CUST-2659,AGT-207,126,24.2,Resolved,5,Positive,General Inquiry
IM-2026040881,2026-04-10 20:30:00,CUST-5578,AGT-220,111,10.9,Resolved,4,Neutral,General Inquiry
IM-2026040882,2026-04-10 20:30:00,CUST-4925,AGT-217,479,4.0,Resolved,1,Negative,Account Management
IM-2026040883,2026-04-10 20:45:00,CUST-6403,AGT-231,462,13.5,Transferred,3,Negative,Network Outage
IM-2026040884,2026-04-10 21:00:00,CUST-5704,AGT-202,347,14.9,Transferred,1,Negative,Technical Support
IM-2026040885,2026-04-10 21:45:00,CUST-5413,AGT-221,191,6.0,Resolved,3,Positive,Billing & Payment
IM-2026040886,2026-04-10 22:00:00,CUST-9118,AGT-226,204,17.1,Unresolved,3,Negative,Network Outage
IM-2026040887,2026-04-10 22:30:00,CUST-3460,AGT-225,302,14.0,Resolved,1,Negative,Account Management
IM-2026040888,2026-04-10 22:30:00,CUST-1014,AGT-214,117,2.0,Resolved,5,Neutral,Account Management
IM-2026040889,2026-04-10 22:45:00,CUST-9971,AGT-233,285,12.7,Resolved,4,Neutral,Billing & Payment
IM-2026040890,2026-04-10 22:45:00,CUST-9868,AGT-221,71,8.9,Resolved,4,Positive,General Inquiry
IM-2026040891,2026-04-10 23:00:00,CUST-5597,AGT-231,281,10.5,Resolved,5,Positive,Account Management
IM-2026040892,2026-04-10 23:30:00,CUST-8025,AGT-206,395,14.9,Resolved,2,Negative,Billing & Payment
IM-2026040893,2026-04-10 23:30:00,CUST-5941,AGT-211,117,4.1,Unresolved,5,Neutral,General Inquiry
IM-2026040894,2026-04-11 00:30:00,CUST-6156,AGT-214,295,12.9,Resolved,5,Positive,Technical Support
IM-2026040895,2026-04-11 01:00:00,CUST-6378,AGT-203,566,14.2,Resolved,1,Neutral,Account Management
IM-2026040896,2026-04-11 01:00:00,CUST-7812,AGT-206,351,15.9,Resolved,1,Positive,Network Outage
IM-2026040897,2026-04-11 01:15:00,CUST-6968,AGT-211,367,7.2,Unresolved,3,Negative,Account Management
IM-2026040898,2026-04-11 01:30:00,CUST-4012,AGT-208,321,13.1,Unresolved,2,Negative,Billing & Payment
IM-2026040899,2026-04-11 01:45:00,CUST-2688,AGT-206,127,15.2,Resolved,4,Positive,Technical Support
IM-2026040900,2026-04-11 02:15:00,CUST-2742,AGT-225,144,11.9,Resolved,4,Positive,General Inquiry
IM-2026040901,2026-04-11 02:30:00,CUST-8158,AGT-213,60,14.5,Unresolved,4,Positive,Account Management
IM-2026040902,2026-04-11 02:30:00,CUST-5002,AGT-201,93,14.3,Resolved,4,Positive,Technical Support
IM-2026040903,2026-04-11 02:45:00,CUST-4055,AGT-212,582,7.3,Unresolved,1,Negative,Network Outage
IM-2026040904,2026-04-11 03:15:00,CUST-9432,AGT-213,131,12.4,Unresolved,4,Negative,Billing & Payment
IM-2026040905,2026-04-11 03:15:00,CUST-2024,AGT-225,507,12.7,Transferred,3,Neutral,Account Management
IM-2026040906,2026-04-11 03:15:00,CUST-1218,AGT-205,140,8.7,Resolved,4,Neutral,Network Outage
IM-2026040907,2026-04-11 03:30:00,CUST-6456,AGT-227,1382,10.7,Resolved,1,Neutral,Account Management
IM-2026040908,2026-04-11 03:45:00,CUST-7548,AGT-202,1113,18.3,Unresolved,1,Negative,Billing & Payment
IM-2026040909,2026-04-11 04:00:00,CUST-4256,AGT-211,303,15.0,Transferred,1,Neutral,Billing & Payment
IM-2026040910,2026-04-11 04:45:00,CUST-4620,AGT-208,461,7.1,Resolved,1,Negative,Account Management
IM-2026040911,2026-04-11 05:00:00,CUST-8472,AGT-216,70,8.4,Resolved,4,Neutral,General Inquiry
IM-2026040912,2026-04-11 05:15:00,CUST-3017,AGT-229,239,9.6,Resolved,5,Positive,Network Outage
IM-2026040913,2026-04-11 05:30:00,CUST-4920,AGT-213,77,16.7,Unresolved,4,Positive,Network Outage
IM-2026040914,2026-04-11 05:30:00,CUST-7030,AGT-220,116,11.9,Resolved,5,Neutral,Account Management
IM-2026040915,2026-04-11 05:45:00,CUST-4638,AGT-217,393,8.1,Unresolved,1,Negative,Account Management
IM-2026040916,2026-04-11 06:00:00,CUST-8740,AGT-223,1298,15.7,Unresolved,1,Neutral,Account Management
IM-2026040917,2026-04-11 06:15:00,CUST-2110,AGT-218,436,2.0,Resolved,1,Positive,Billing & Payment
IM-2026040918,2026-04-11 06:15:00,CUST-5263,AGT-222,495,15.1,Resolved,2,Positive,Technical Support
IM-2026040919,2026-04-11 06:15:00,CUST-8634,AGT-216,61,15.2,Resolved,3,Positive,Network Outage
