call_id,timestamp,customer_id,agent_id,call_duration_sec,wait_time_sec,call_status,csat_score,issue_category
CALL-2026040271,2026-04-07 04:45:00,CUST-1580,AGT-121,342,10,Answered,5,Network Outage
CALL-2026040272,2026-04-07 05:30:00,CUST-7534,AGT-107,49,31,Answered,3,Billing & Payment
CALL-2026040273,2026-04-07 06:15:00,CUST-6934,AGT-104,389,25,Answered,4,General Inquiry
CALL-2026040274,2026-04-07 07:30:00,CUST-9497,AGT-105,353,111,Answered,4,Account Management
CALL-2026040275,2026-04-07 07:30:00,CUST-4450,AGT-115,226,261,Dropped,1,Network Outage
CALL-2026040276,2026-04-07 07:30:00,CUST-4273,AGT-102,408,62,Dropped,1,Network Outage
CALL-2026040277,2026-04-07 08:15:00,CUST-3832,AGT-104,295,70,Answered,5,General Inquiry
CALL-2026040278,2026-04-07 09:00:00,CUST-3610,AGT-104,184,45,Answered,4,General Inquiry
CALL-2026040279,2026-04-07 10:30:00,CUST-2914,AGT-106,339,243,Answered,3,General Inquiry
CALL-2026040280,2026-04-07 10:45:00,CUST-3524,AGT-109,317,103,Missed,2,Billing & Payment
CALL-2026040281,2026-04-07 12:00:00,CUST-8742,AGT-117,279,178,Answered,4,Account Management
CALL-2026040282,2026-04-07 12:45:00,CUST-2567,AGT-104,340,34,Answered,3,Billing & Payment
CALL-2026040283,2026-04-07 14:00:00,CUST-2293,AGT-102,360,78,Answered,5,Billing & Payment
CALL-2026040284,2026-04-07 14:00:00,CUST-3240,AGT-105,331,387,Answered,3,Account Management
CALL-2026040285,2026-04-07 14:45:00,CUST-9850,AGT-112,332,410,Dropped,1,Technical Support
CALL-2026040286,2026-04-07 14:45:00,CUST-4093,AGT-119,370,43,Answered,5,Billing & Payment
CALL-2026040287,2026-04-07 15:30:00,CUST-8951,AGT-123,246,10,Answered,4,General Inquiry
CALL-2026040288,2026-04-07 16:00:00,CUST-1139,AGT-117,292,43,Answered,5,General Inquiry
CALL-2026040289,2026-04-07 16:15:00,CUST-1887,AGT-101,179,44,Answered,4,Technical Support
CALL-2026040290,2026-04-07 17:30:00,CUST-9643,AGT-101,391,76,Answered,4,Account Management
CALL-2026040291,2026-04-07 17:45:00,CUST-9319,AGT-122,318,288,Missed,1,Account Management
CALL-2026040292,2026-04-07 18:00:00,CUST-6693,AGT-110,264,221,Answered,2,Technical Support
CALL-2026040293,2026-04-07 19:30:00,CUST-2988,AGT-118,180,42,Answered,4,Account Management
CALL-2026040294,2026-04-07 19:45:00,CUST-9399,AGT-102,130,74,Missed,1,Technical Support
CALL-2026040295,2026-04-07 19:45:00,CUST-2518,AGT-106,243,43,Answered,5,Technical Support
CALL-2026040296,2026-04-07 20:00:00,CUST-3849,AGT-122,448,27,Answered,5,General Inquiry
CALL-2026040297,2026-04-07 20:15:00,CUST-5195,AGT-102,260,185,Answered,2,Network Outage
CALL-2026040298,2026-04-07 20:45:00,CUST-5120,AGT-113,304,10,Answered,4,Billing & Payment
CALL-2026040299,2026-04-07 21:00:00,CUST-8331,AGT-119,245,40,Answered,5,General Inquiry
CALL-2026040300,2026-04-07 22:15:00,CUST-5937,AGT-118,317,33,Dropped,1,Account Management
CALL-2026040301,2026-04-07 22:15:00,CUST-4676,AGT-109,303,345,Dropped,2,Billing & Payment
CALL-2026040302,2026-04-07 22:45:00,CUST-9560,AGT-121,142,90,Answered,4,Network Outage
CALL-2026040303,2026-04-07 23:30:00,CUST-7136,AGT-114,273,27,Answered,5,Technical Support
CALL-2026040304,2026-04-07 23:45:00,CUST-5426,AGT-116,215,191,Answered,3,Technical Support
CALL-2026040305,2026-04-08 00:00:00,CUST-5370,AGT-104,323,57,Answered,5,General Inquiry
CALL-2026040306,2026-04-08 00:15:00,CUST-1690,AGT-114,168,162,Answered,5,Billing & Payment
CALL-2026040307,2026-04-08 01:15:00,CUST-6488,AGT-101,259,75,Answered,4,Network Outage
CALL-2026040308,2026-04-08 01:15:00,CUST-6307,AGT-106,410,45,Answered,5,Billing & Payment
CALL-2026040309,2026-04-08 01:30:00,CUST-8697,AGT-102,163,102,Answered,4,Billing & Payment
CALL-2026040310,2026-04-08 02:00:00,CUST-5970,AGT-122,318,24,Answered,5,Technical Support
CALL-2026040311,2026-04-08 03:00:00,CUST-9312,AGT-101,413,17,Dropped,2,General Inquiry
CALL-2026040312,2026-04-08 03:15:00,CUST-3668,AGT-115,287,17,Answered,4,Account Management
CALL-2026040313,2026-04-08 04:00:00,CUST-3330,AGT-124,255,27,Answered,5,Account Management
CALL-2026040314,2026-04-08 04:30:00,CUST-3591,AGT-123,293,33,Answered,5,General Inquiry
CALL-2026040315,2026-04-08 04:45:00,CUST-3854,AGT-116,375,16,Answered,4,Network Outage
CALL-2026040316,2026-04-08 05:15:00,CUST-1086,AGT-117,87,47,Answered,3,Billing & Payment
CALL-2026040317,2026-04-08 05:45:00,CUST-2700,AGT-123,242,81,Answered,3,Technical Support
CALL-2026040318,2026-04-08 05:45:00,CUST-5545,AGT-105,253,53,Answered,3,Account Management
CALL-2026040319,2026-04-08 06:30:00,CUST-9912,AGT-111,308,138,Answered,4,Account Management
CALL-2026040320,2026-04-08 06:45:00,CUST-8178,AGT-114,200,26,Answered,4,Technical Support
CALL-2026040321,2026-04-08 07:45:00,CUST-4453,AGT-124,137,58,Answered,5,Account Management
CALL-2026040322,2026-04-08 08:15:00,CUST-7318,AGT-110,110,51,Answered,5,Technical Support
CALL-2026040323,2026-04-08 08:45:00,CUST-5188,AGT-116,348,81,Answered,5,General Inquiry
CALL-2026040324,2026-04-08 10:15:00,CUST-7160,AGT-107,279,290,Dropped,2,Technical Support
CALL-2026040325,2026-04-08 10:15:00,CUST-1192,AGT-117,198,380,Dropped,1,Account Management
CALL-2026040326,2026-04-08 10:45:00,CUST-4893,AGT-109,433,355,Dropped,2,Billing & Payment
CALL-2026040327,2026-04-08 11:00:00,CUST-7773,AGT-109,247,158,Answered,3,Billing & Payment
CALL-2026040328,2026-04-08 11:00:00,CUST-5637,AGT-108,389,89,Answered,3,Technical Support
CALL-2026040329,2026-04-08 11:00:00,CUST-3565,AGT-112,293,274,Missed,1,Technical Support
CALL-2026040330,2026-04-08 12:00:00,CUST-7476,AGT-113,386,77,Dropped,1,General Inquiry
CALL-2026040331,2026-04-08 12:00:00,CUST-1002,AGT-122,200,198,Answered,1,Account Management
CALL-2026040332,2026-04-08 12:15:00,CUST-7239,AGT-111,411,362,Answered,2,Network Outage
CALL-2026040333,2026-04-08 13:00:00,CUST-2505,AGT-124,321,42,Answered,5,Billing & Payment
CALL-2026040334,2026-04-08 14:30:00,CUST-3854,AGT-120,411,230,Answered,2,Technical Support
CALL-2026040335,2026-04-08 14:30:00,CUST-5678,AGT-109,236,119,Answered,4,Billing & Payment
CALL-2026040336,2026-04-08 14:45:00,CUST-9995,AGT-110,217,210,Answered,2,Account Management
CALL-2026040337,2026-04-08 15:15:00,CUST-4340,AGT-111,181,23,Answered,4,Technical Support
CALL-2026040338,2026-04-08 15:30:00,CUST-7859,AGT-110,209,22,Answered,5,Billing & Payment
CALL-2026040339,2026-04-08 15:45:00,CUST-7539,AGT-119,220,74,Answered,4,Network Outage
CALL-2026040340,2026-04-08 16:30:00,CUST-3725,AGT-103,356,33,Answered,4,Account Management
CALL-2026040341,2026-04-08 17:00:00,CUST-1922,AGT-104,335,13,Answered,5,Network Outage
CALL-2026040342,2026-04-08 17:15:00,CUST-4940,AGT-120,327,43,Answered,4,Billing & Payment
CALL-2026040343,2026-04-08 17:15:00,CUST-2093,AGT-121,368,114,Answered,4,Network Outage
CALL-2026040344,2026-04-08 17:15:00,CUST-1365,AGT-124,312,148,Missed,2,Billing & Payment
CALL-2026040345,2026-04-08 17:30:00,CUST-3378,AGT-101,384,14,Answered,5,Account Management
CALL-2026040346,2026-04-08 17:45:00,CUST-5460,AGT-103,206,31,Answered,5,Account Management
CALL-2026040347,2026-04-08 18:15:00,CUST-3964,AGT-119,258,10,Answered,3,Billing & Payment
CALL-2026040348,2026-04-08 18:15:00,CUST-1919,AGT-118,232,32,Answered,5,Account Management
CALL-2026040349,2026-04-08 18:15:00,CUST-8609,AGT-103,131,42,Answered,5,General Inquiry
CALL-2026040350,2026-04-08 19:00:00,CUST-9210,AGT-111,147,18,Answered,5,Account Management
CALL-2026040351,2026-04-08 19:15:00,CUST-7039,AGT-111,147,35,Missed,3,General Inquiry
CALL-2026040352,2026-04-08 20:30:00,CUST-6232,AGT-110,292,63,Answered,4,Account Management
CALL-2026040353,2026-04-08 20:45:00,CUST-3961,AGT-123,298,16,Answered,5,Network Outage
CALL-2026040354,2026-04-08 21:00:00,CUST-3904,AGT-109,338,58,Answered,5,Technical Support
CALL-2026040355,2026-04-08 21:15:00,CUST-7336,AGT-115,161,12,Dropped,1,Technical Support
CALL-2026040356,2026-04-08 21:30:00,CUST-5529,AGT-116,481,21,Answered,4,Technical Support
CALL-2026040357,2026-04-08 22:00:00,CUST-5627,AGT-106,180,50,Answered,4,Billing & Payment
CALL-2026040358,2026-04-08 22:00:00,CUST-4875,AGT-122,251,63,Answered,3,Account Management
CALL-2026040359,2026-04-08 22:30:00,CUST-8175,AGT-108,155,158,Answered,5,Technical Support
CALL-2026040360,2026-04-08 23:00:00,CUST-1975,AGT-113,337,79,Answered,5,General Inquiry
CALL-2026040361,2026-04-08 23:45:00,CUST-4327,AGT-109,302,11,Missed,1,General Inquiry
CALL-2026040362,2026-04-09 00:45:00,CUST-4805,AGT-114,353,14,Missed,2,Billing & Payment
CALL-2026040363,2026-04-09 01:00:00,CUST-4135,AGT-110,220,15,Answered,4,General Inquiry
CALL-2026040364,2026-04-09 02:15:00,CUST-5145,AGT-106,264,14,Answered,5,General Inquiry
CALL-2026040365,2026-04-09 02:45:00,CUST-8972,AGT-108,242,10,Answered,4,Technical Support
CALL-2026040366,2026-04-09 03:30:00,CUST-7711,AGT-110,236,36,Answered,3,Technical Support
CALL-2026040367,2026-04-09 03:30:00,CUST-3148,AGT-122,236,99,Answered,5,Network Outage
CALL-2026040368,2026-04-09 04:15:00,CUST-4373,AGT-105,254,100,Answered,4,Billing & Payment
CALL-2026040369,2026-04-09 04:15:00,CUST-7059,AGT-116,308,134,Answered,5,Technical Support
CALL-2026040370,2026-04-09 05:15:00,CUST-7324,AGT-124,276,22,Answered,5,Billing & Payment
CALL-2026040371,2026-04-09 05:30:00,CUST-6067,AGT-108,416,23,Dropped,1,Account Management
CALL-2026040372,2026-04-09 05:30:00,CUST-8124,AGT-118,312,74,Answered,5,Billing & Payment
CALL-2026040373,2026-04-09 06:00:00,CUST-7587,AGT-107,313,106,Answered,5,Technical Support
CALL-2026040374,2026-04-09 06:30:00,CUST-3535,AGT-113,216,112,Answered,5,Network Outage
CALL-2026040375,2026-04-09 06:30:00,CUST-2881,AGT-114,91,25,Answered,4,Account Management
CALL-2026040376,2026-04-09 06:45:00,CUST-2445,AGT-124,357,29,Answered,4,Technical Support
CALL-2026040377,2026-04-09 06:45:00,CUST-3785,AGT-116,286,167,Answered,4,Technical Support
CALL-2026040378,2026-04-09 07:30:00,CUST-5482,AGT-112,320,121,Answered,4,Account Management
CALL-2026040379,2026-04-09 08:00:00,CUST-4416,AGT-109,507,54,Answered,5,Technical Support
CALL-2026040380,2026-04-09 08:15:00,CUST-3985,AGT-118,336,38,Answered,4,Technical Support
CALL-2026040381,2026-04-09 08:30:00,CUST-4968,AGT-115,292,30,Dropped,2,Technical Support
CALL-2026040382,2026-04-09 09:15:00,CUST-5876,AGT-107,331,98,Answered,5,Technical Support
CALL-2026040383,2026-04-09 09:30:00,CUST-1721,AGT-117,411,174,Answered,5,Account Management
CALL-2026040384,2026-04-09 09:45:00,CUST-2647,AGT-123,201,25,Answered,4,Account Management
CALL-2026040385,2026-04-09 09:45:00,CUST-4435,AGT-121,92,12,Answered,4,Technical Support
CALL-2026040386,2026-04-09 10:15:00,CUST-3786,AGT-111,435,78,Answered,5,Billing & Payment
CALL-2026040387,2026-04-09 10:15:00,CUST-8117,AGT-108,389,64,Answered,5,Technical Support
CALL-2026040388,2026-04-09 10:45:00,CUST-8850,AGT-117,236,176,Answered,5,Technical Support
CALL-2026040389,2026-04-09 12:00:00,CUST-5485,AGT-122,288,33,Answered,4,Technical Support
CALL-2026040390,2026-04-09 13:45:00,CUST-7999,AGT-117,396,92,Answered,5,Billing & Payment
CALL-2026040391,2026-04-09 14:15:00,CUST-9464,AGT-106,309,98,Answered,4,Account Management
CALL-2026040392,2026-04-09 14:15:00,CUST-3105,AGT-113,328,256,Dropped,1,Technical Support
CALL-2026040393,2026-04-09 14:45:00,CUST-2517,AGT-119,270,104,Answered,4,Billing & Payment
CALL-2026040394,2026-04-09 15:00:00,CUST-7603,AGT-108,208,46,Answered,4,General Inquiry
CALL-2026040395,2026-04-09 15:15:00,CUST-1183,AGT-112,356,35,Answered,3,Technical Support
CALL-2026040396,2026-04-09 15:15:00,CUST-2096,AGT-120,270,61,Dropped,2,Network Outage
CALL-2026040397,2026-04-09 15:45:00,CUST-4354,AGT-116,244,47,Answered,5,Network Outage
CALL-2026040398,2026-04-09 17:00:00,CUST-7995,AGT-112,331,32,Answered,4,General Inquiry
CALL-2026040399,2026-04-09 17:00:00,CUST-4672,AGT-102,390,35,Answered,5,Technical Support
CALL-2026040400,2026-04-09 17:00:00,CUST-3341,AGT-115,256,18,Answered,5,General Inquiry
CALL-2026040401,2026-04-09 19:30:00,CUST-3672,AGT-111,328,89,Answered,5,Billing & Payment
CALL-2026040402,2026-04-09 19:30:00,CUST-9383,AGT-103,297,59,Dropped,1,Billing & Payment
CALL-2026040403,2026-04-09 19:30:00,CUST-5298,AGT-105,214,14,Answered,4,Technical Support
CALL-2026040404,2026-04-09 19:45:00,CUST-8616,AGT-108,257,74,Answered,4,Technical Support
CALL-2026040405,2026-04-09 19:45:00,CUST-2625,AGT-113,274,31,Answered,3,Account Management
CALL-2026040406,2026-04-09 19:45:00,CUST-2587,AGT-112,320,24,Missed,1,Billing & Payment
CALL-2026040407,2026-04-09 21:00:00,CUST-7837,AGT-110,85,113,Answered,5,Network Outage
CALL-2026040408,2026-04-09 21:30:00,CUST-5624,AGT-122,250,15,Answered,4,Technical Support
CALL-2026040409,2026-04-09 21:45:00,CUST-3821,AGT-103,323,38,Answered,4,Technical Support
CALL-2026040410,2026-04-09 22:15:00,CUST-2015,AGT-103,321,78,Answered,4,Technical Support
CALL-2026040411,2026-04-09 22:30:00,CUST-7049,AGT-115,320,41,Missed,1,Billing & Payment
CALL-2026040412,2026-04-09 22:45:00,CUST-5621,AGT-114,191,42,Answered,5,Technical Support
CALL-2026040413,2026-04-09 23:00:00,CUST-8658,AGT-115,344,14,Answered,5,Account Management
CALL-2026040414,2026-04-09 23:30:00,CUST-2895,AGT-124,95,38,Answered,4,Account Management
CALL-2026040415,2026-04-09 23:30:00,CUST-5895,AGT-104,230,77,Answered,4,Billing & Payment
CALL-2026040416,2026-04-10 00:00:00,CUST-9378,AGT-116,298,12,Answered,4,Network Outage
CALL-2026040417,2026-04-10 00:15:00,CUST-3284,AGT-102,437,25,Dropped,1,Account Management
CALL-2026040418,2026-04-10 00:45:00,CUST-4847,AGT-107,281,158,Answered,5,General Inquiry
CALL-2026040419,2026-04-10 01:15:00,CUST-5066,AGT-110,236,12,Answered,5,Billing & Payment
CALL-2026040420,2026-04-10 03:30:00,CUST-3710,AGT-105,401,182,Answered,1,Technical Support
CALL-2026040421,2026-04-10 04:00:00,CUST-4164,AGT-123,307,44,Answered,5,Billing & Payment
CALL-2026040422,2026-04-10 04:30:00,CUST-3671,AGT-124,134,29,Answered,5,Technical Support
CALL-2026040423,2026-04-10 04:45:00,CUST-6054,AGT-104,304,24,Answered,4,Technical Support
CALL-2026040424,2026-04-10 05:00:00,CUST-3197,AGT-116,307,46,Answered,5,Account Management
CALL-2026040425,2026-04-10 05:15:00,CUST-3123,AGT-123,193,43,Answered,5,Billing & Payment
CALL-2026040426,2026-04-10 05:30:00,CUST-3931,AGT-123,223,20,Answered,4,Billing & Payment
CALL-2026040427,2026-04-10 07:00:00,CUST-4096,AGT-110,204,15,Answered,5,Network Outage
CALL-2026040428,2026-04-10 07:45:00,CUST-9307,AGT-116,259,25,Answered,5,Technical Support
CALL-2026040429,2026-04-10 09:00:00,CUST-5780,AGT-107,226,25,Answered,5,Technical Support
CALL-2026040430,2026-04-10 09:30:00,CUST-2553,AGT-103,270,62,Answered,5,Technical Support
CALL-2026040431,2026-04-10 10:00:00,CUST-9622,AGT-115,310,189,Answered,1,Technical Support
CALL-2026040432,2026-04-10 10:00:00,CUST-3330,AGT-115,273,452,Answered,2,Technical Support
CALL-2026040433,2026-04-10 10:45:00,CUST-8143,AGT-112,217,62,Answered,3,Billing & Payment
CALL-2026040434,2026-04-10 11:00:00,CUST-1089,AGT-116,183,39,Answered,4,Technical Support
CALL-2026040435,2026-04-10 11:00:00,CUST-7543,AGT-114,30,39,Answered,4,Network Outage
CALL-2026040436,2026-04-10 11:00:00,CUST-6555,AGT-119,246,72,Answered,5,Technical Support
CALL-2026040437,2026-04-10 11:15:00,CUST-9476,AGT-120,190,106,Answered,5,Account Management
CALL-2026040438,2026-04-10 11:30:00,CUST-1044,AGT-119,258,68,Answered,4,Account Management
CALL-2026040439,2026-04-10 12:00:00,CUST-3581,AGT-120,237,93,Answered,5,Network Outage
CALL-2026040440,2026-04-10 12:00:00,CUST-9339,AGT-109,151,50,Answered,5,Billing & Payment
CALL-2026040441,2026-04-10 12:30:00,CUST-4748,AGT-122,360,86,Answered,4,Account Management
CALL-2026040442,2026-04-10 13:00:00,CUST-1287,AGT-102,444,136,Answered,5,Billing & Payment
CALL-2026040443,2026-04-10 15:30:00,CUST-6983,AGT-116,129,11,Answered,3,Account Management
CALL-2026040444,2026-04-10 15:45:00,CUST-4398,AGT-115,232,12,Dropped,3,Network Outage
CALL-2026040445,2026-04-10 16:00:00,CUST-1320,AGT-115,332,96,Answered,4,Technical Support
CALL-2026040446,2026-04-10 16:45:00,CUST-8498,AGT-113,244,19,Dropped,3,Technical Support
CALL-2026040447,2026-04-10 17:15:00,CUST-8984,AGT-116,189,10,Answered,4,Technical Support
CALL-2026040448,2026-04-10 18:00:00,CUST-1297,AGT-108,249,74,Answered,4,Billing & Payment
CALL-2026040449,2026-04-10 19:15:00,CUST-2269,AGT-116,220,17,Missed,1,Technical Support
CALL-2026040450,2026-04-10 20:30:00,CUST-7155,AGT-108,310,11,Answered,5,Technical Support
CALL-2026040451,2026-04-10 21:30:00,CUST-6807,AGT-120,387,100,Answered,5,Billing & Payment
CALL-2026040452,2026-04-10 21:45:00,CUST-6197,AGT-102,362,142,Answered,5,Technical Support
CALL-2026040453,2026-04-10 22:00:00,CUST-1279,AGT-121,129,15,Dropped,1,Technical Support
CALL-2026040454,2026-04-10 22:30:00,CUST-7135,AGT-106,375,30,Answered,5,Account Management
CALL-2026040455,2026-04-10 23:00:00,CUST-5535,AGT-101,141,67,Answered,3,Network Outage
CALL-2026040456,2026-04-11 00:00:00,CUST-6060,AGT-104,325,18,Answered,3,Billing & Payment
CALL-2026040457,2026-04-11 00:00:00,CUST-8148,AGT-123,211,35,Answered,5,Account Management
CALL-2026040458,2026-04-11 01:15:00,CUST-7010,AGT-114,305,10,Answered,4,Technical Support
CALL-2026040459,2026-04-11 01:15:00,CUST-6229,AGT-122,291,111,Answered,4,Technical Support
CALL-2026040460,2026-04-11 01:30:00,CUST-2985,AGT-113,363,25,Answered,4,General Inquiry
CALL-2026040461,2026-04-11 01:45:00,CUST-8754,AGT-107,376,45,Missed,1,General Inquiry
CALL-2026040462,2026-04-11 02:00:00,CUST-3240,AGT-121,288,40,Answered,5,Billing & Payment
CALL-2026040463,2026-04-11 02:30:00,CUST-3076,AGT-116,299,70,Answered,5,Technical Support
CALL-2026040464,2026-04-11 02:30:00,CUST-4144,AGT-107,187,51,Answered,5,Network Outage
CALL-2026040465,2026-04-11 03:45:00,CUST-9844,AGT-113,467,30,Answered,4,Technical Support
CALL-2026040466,2026-04-11 04:30:00,CUST-3035,AGT-108,188,16,Answered,5,General Inquiry
CALL-2026040467,2026-04-11 04:30:00,CUST-1923,AGT-109,297,13,Answered,4,Technical Support
CALL-2026040468,2026-04-11 05:30:00,CUST-3657,AGT-111,198,40,Answered,5,Technical Support
CALL-2026040469,2026-04-11 05:45:00,CUST-2243,AGT-101,217,57,Dropped,1,General Inquiry
CALL-2026040470,2026-04-11 06:15:00,CUST-4892,AGT-124,384,231,Answered,1,General Inquiry
CALL-2026040471,2026-04-11 06:30:00,CUST-6599,AGT-117,353,32,Answered,4,Account Management
CALL-2026040472,2026-04-11 06:30:00,CUST-1746,AGT-115,90,111,Answered,3,Billing & Payment
CALL-2026040473,2026-04-11 06:45:00,CUST-3381,AGT-103,94,375,Answered,1,Account Management
CALL-2026040474,2026-04-11 07:00:00,CUST-1946,AGT-106,218,74,Answered,5,Billing & Payment
CALL-2026040475,2026-04-11 07:00:00,CUST-7360,AGT-110,233,18,Answered,5,Account Management
CALL-2026040476,2026-04-11 07:15:00,CUST-7106,AGT-120,235,20,Answered,3,Technical Support
CALL-2026040477,2026-04-11 07:45:00,CUST-1643,AGT-111,269,24,Answered,4,Account Management
CALL-2026040478,2026-04-11 08:00:00,CUST-1919,AGT-119,243,55,Answered,5,Technical Support
CALL-2026040479,2026-04-11 09:30:00,CUST-6275,AGT-116,403,132,Answered,4,Account Management
CALL-2026040480,2026-04-11 09:45:00,CUST-9111,AGT-107,141,23,Answered,5,Billing & Payment
CALL-2026040481,2026-04-11 10:45:00,CUST-7411,AGT-104,330,88,Answered,4,Network Outage
CALL-2026040482,2026-04-11 11:00:00,CUST-8933,AGT-105,206,435,Answered,3,Technical Support
CALL-2026040483,2026-04-11 11:45:00,CUST-1861,AGT-107,226,46,Answered,4,General Inquiry
CALL-2026040484,2026-04-11 12:15:00,CUST-6811,AGT-107,355,40,Answered,5,Billing & Payment
CALL-2026040485,2026-04-11 13:00:00,CUST-1421,AGT-105,256,354,Answered,1,General Inquiry
CALL-2026040486,2026-04-11 14:00:00,CUST-7748,AGT-124,157,344,Dropped,2,Account Management
CALL-2026040487,2026-04-11 14:45:00,CUST-6882,AGT-116,258,62,Answered,3,Network Outage
CALL-2026040488,2026-04-11 15:15:00,CUST-7559,AGT-105,276,96,Answered,4,Account Management
CALL-2026040489,2026-04-11 15:15:00,CUST-4854,AGT-107,233,20,Answered,3,Billing & Payment
CALL-2026040490,2026-04-11 15:45:00,CUST-3670,AGT-106,230,49,Answered,5,Billing & Payment
CALL-2026040491,2026-04-11 16:00:00,CUST-9531,AGT-115,291,13,Answered,5,Billing & Payment
CALL-2026040492,2026-04-11 16:00:00,CUST-4899,AGT-114,213,12,Answered,3,General Inquiry
CALL-2026040493,2026-04-11 16:45:00,CUST-4496,AGT-122,236,72,Answered,4,Billing & Payment
CALL-2026040494,2026-04-11 17:00:00,CUST-2689,AGT-114,353,26,Answered,5,Billing & Payment
CALL-2026040495,2026-04-11 18:30:00,CUST-6649,AGT-113,193,30,Answered,4,Technical Support
CALL-2026040496,2026-04-11 20:00:00,CUST-5206,AGT-109,325,11,Answered,4,Billing & Payment
CALL-2026040497,2026-04-11 20:00:00,CUST-6089,AGT-116,197,64,Answered,4,General Inquiry
CALL-2026040498,2026-04-11 21:00:00,CUST-2141,AGT-118,382,77,Answered,4,Network Outage
CALL-2026040499,2026-04-11 21:15:00,CUST-5683,AGT-115,369,69,Answered,5,Billing & Payment
CALL-2026040500,2026-04-11 21:45:00,CUST-5658,AGT-111,318,21,Answered,4,General Inquiry
CALL-2026040501,2026-04-11 21:45:00,CUST-5534,AGT-101,208,107,Answered,5,Network Outage
CALL-2026040502,2026-04-11 22:00:00,CUST-2366,AGT-122,318,70,Answered,5,Technical Support
CALL-2026040503,2026-04-11 22:00:00,CUST-3887,AGT-112,186,60,Answered,4,Account Management
CALL-2026040504,2026-04-11 22:45:00,CUST-1626,AGT-123,263,42,Answered,5,Billing & Payment
CALL-2026040505,2026-04-11 23:00:00,CUST-6974,AGT-115,468,48,Answered,5,Technical Support
CALL-2026040506,2026-04-11 23:15:00,CUST-5530,AGT-110,423,12,Answered,4,Billing & Payment
CALL-2026040507,2026-04-12 00:30:00,CUST-5340,AGT-113,181,23,Answered,4,Billing & Payment
CALL-2026040508,2026-04-12 01:00:00,CUST-7772,AGT-117,283,22,Answered,4,Account Management
CALL-2026040509,2026-04-12 01:00:00,CUST-3296,AGT-106,219,33,Answered,5,Technical Support
CALL-2026040510,2026-04-12 01:00:00,CUST-8036,AGT-124,290,146,Answered,3,Billing & Payment
CALL-2026040511,2026-04-12 01:30:00,CUST-5603,AGT-111,385,32,Answered,4,Account Management
CALL-2026040512,2026-04-12 01:45:00,CUST-8209,AGT-119,323,21,Answered,4,Technical Support
CALL-2026040513,2026-04-12 02:45:00,CUST-9536,AGT-113,214,43,Answered,4,Account Management
CALL-2026040514,2026-04-12 03:30:00,CUST-7899,AGT-118,298,40,Answered,3,Technical Support
CALL-2026040515,2026-04-12 03:45:00,CUST-2191,AGT-109,202,30,Answered,5,Billing & Payment
CALL-2026040516,2026-04-12 04:00:00,CUST-4332,AGT-120,171,140,Answered,3,Network Outage
CALL-2026040517,2026-04-12 04:00:00,CUST-8788,AGT-110,153,18,Answered,4,Technical Support
CALL-2026040518,2026-04-12 05:15:00,CUST-6730,AGT-105,377,127,Answered,5,Technical Support
CALL-2026040519,2026-04-12 05:30:00,CUST-8675,AGT-124,322,53,Answered,5,Technical Support
CALL-2026040520,2026-04-12 06:15:00,CUST-2174,AGT-114,297,140,Answered,4,Billing & Payment
CALL-2026040521,2026-04-12 06:45:00,CUST-9979,AGT-112,273,22,Answered,5,Technical Support
CALL-2026040522,2026-04-12 08:45:00,CUST-3933,AGT-120,323,25,Answered,4,Account Management
CALL-2026040523,2026-04-12 09:00:00,CUST-2390,AGT-116,223,114,Answered,4,Network Outage
CALL-2026040524,2026-04-12 09:30:00,CUST-6586,AGT-106,374,11,Answered,5,Account Management
CALL-2026040525,2026-04-12 09:30:00,CUST-6109,AGT-108,247,15,Answered,5,Network Outage
CALL-2026040526,2026-04-12 09:30:00,CUST-2030,AGT-110,505,19,Answered,5,Network Outage
CALL-2026040527,2026-04-12 09:45:00,CUST-4197,AGT-123,185,72,Answered,5,Billing & Payment
CALL-2026040528,2026-04-12 10:15:00,CUST-6308,AGT-114,282,45,Answered,4,Billing & Payment
CALL-2026040529,2026-04-12 10:15:00,CUST-5922,AGT-108,336,91,Missed,1,Network Outage
CALL-2026040530,2026-04-12 10:30:00,CUST-2335,AGT-122,333,401,Answered,1,Technical Support
CALL-2026040531,2026-04-12 11:15:00,CUST-3330,AGT-101,179,370,Dropped,1,Billing & Payment
CALL-2026040532,2026-04-12 13:00:00,CUST-9881,AGT-104,244,96,Answered,5,Account Management
CALL-2026040533,2026-04-12 13:00:00,CUST-7146,AGT-120,446,122,Dropped,1,General Inquiry
CALL-2026040534,2026-04-12 13:00:00,CUST-3939,AGT-124,254,200,Answered,1,Technical Support
CALL-2026040535,2026-04-12 13:15:00,CUST-4150,AGT-106,348,387,Dropped,2,Billing & Payment
CALL-2026040536,2026-04-12 13:15:00,CUST-9033,AGT-124,186,187,Missed,3,General Inquiry
CALL-2026040537,2026-04-12 13:45:00,CUST-7924,AGT-101,164,83,Answered,4,Technical Support
CALL-2026040538,2026-04-12 14:15:00,CUST-4998,AGT-106,289,120,Answered,4,Technical Support
CALL-2026040539,2026-04-12 14:15:00,CUST-5435,AGT-121,204,336,Answered,1,Billing & Payment
CALL-2026040540,2026-04-12 14:15:00,CUST-1596,AGT-107,316,193,Missed,1,Billing & Payment
